"linkage_method","analysis_type","cluster_id","candidate_key","scoped_key","tree_sources","hotspot_class","significant_1d","significant_3d","significant_any","compactness_testable","n_subjects","n_events","n_exons","exon_orders","transcript_exon_ranks","exon_ids","diameter_1d","diameter_3d","p_1d_joint","p_3d_joint","p_any_joint","p_1d_size","p_3d_size","p_hotspot_omnibus","methods_detected_count","methods_detected","methods_significant_any_count","methods_significant_any","stability_category"
"ward.D2","HETDEL","HETDEL_cluster_0003","1;2;3;4","HETDEL@1;2;3;4","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,77,83,4,"1;2;3;4","1;2;3;4","ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00004011725",3,15.9159444173143,0.115384615384615,0.307692307692308,0.115384615384615,0.0384615384615385,0.0769230769230769,0.115384615384615,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","HETDEL","HETDEL_cluster_0004","3;4","HETDEL@3;4","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,71,73,2,"3;4","3;4","ENSE00001156344;ENSE00003595610",1,5.5594506259578,0.115384615384615,0.653846153846154,0.115384615384615,0.0384615384615385,0.153846153846154,0.115384615384615,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","HETDEL","HETDEL_cluster_0005","1;2;3;4;5","HETDEL@1;2;3;4;5","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,77,83,5,"1;2;3;4;5","1;2;3;4;5","ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00004011725",4,15.9159444173143,0.307692307692308,0.307692307692308,0.307692307692308,0.0769230769230769,0.0769230769230769,0.307692307692308,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","HETDEL","HETDEL_cluster_0006","1;2","HETDEL@1;2","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,61,62,2,"1;2","1;2","ENSE00001156351;ENSE00004011725",1,5.09284759901451,0.923076923076923,0.576923076923077,0.576923076923077,0.269230769230769,0.115384615384615,0.576923076923077,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","HETDEL","HETDEL_cluster_0007","5;6","HETDEL@5;6","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,60,61,2,"5;6","5;6","ENSE00001156327;ENSE00001156330",1,5.15928912557371,0.807692307692308,0.807692307692308,0.807692307692308,0.192307692307692,0.192307692307692,0.807692307692308,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","HETDEL","HETDEL_cluster_0008","5;6;7;8;9","HETDEL@5;6;7;8;9","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,60,61,5,"5;6;7;8;9","5;6;7;8;9","ENSE00001156315;ENSE00001156327;ENSE00001156330;ENSE00001456541;ENSE00003725338",4,10.1592312730255,0.846153846153846,0.846153846153846,0.846153846153846,0.230769230769231,0.230769230769231,0.846153846153846,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","HETDEL","HETDEL_cluster_0009","7;8","HETDEL@7;8","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,41,41,2,"7;8","7;8","ENSE00001156315;ENSE00003725338",1,4.50447228016122,0.923076923076923,0.923076923076923,0.923076923076923,0.269230769230769,0.269230769230769,0.923076923076923,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","HETDEL","HETDEL_cluster_0010","7;8;9","HETDEL@7;8;9","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,41,41,3,"7;8;9","7;8;9","ENSE00001156315;ENSE00001456541;ENSE00003725338",2,8.87616612257633,0.923076923076923,0.923076923076923,0.923076923076923,0.269230769230769,0.269230769230769,0.923076923076923,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","HETDEL","HETDEL_cluster_0011","6;9","HETDEL@6;9","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,43,43,2,"6;9","6;9","ENSE00001156327;ENSE00001456541",3,4.77930080439185,0.961538461538462,0.923076923076923,0.923076923076923,0.346153846153846,0.269230769230769,0.923076923076923,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","HETDEL","HETDEL_cluster_0012","6;7;8;9","HETDEL@6;7;8;9","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,43,43,4,"6;7;8;9","6;7;8;9","ENSE00001156315;ENSE00001156327;ENSE00001456541;ENSE00003725338",3,8.87616612257633,0.961538461538462,0.961538461538462,0.961538461538462,0.346153846153846,0.346153846153846,0.961538461538462,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","HETDEL","HETDEL_cluster_0013","1","HETDEL@1","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,18,18,1,"1","1","ENSE00004011725",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","HETDEL","HETDEL_cluster_0014","2","HETDEL@2","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,56,56,1,"2","2","ENSE00001156351",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","HETDEL","HETDEL_cluster_0015","3","HETDEL@3","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,54,54,1,"3","3","ENSE00001156344",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","HETDEL","HETDEL_cluster_0016","4","HETDEL@4","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,56,56,1,"4","4","ENSE00003595610",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","HETDEL","HETDEL_cluster_0017","5","HETDEL@5","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,56,56,1,"5","5","ENSE00001156330",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","HETDEL","HETDEL_cluster_0018","6","HETDEL@6","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,43,43,1,"6","6","ENSE00001156327",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","HETDEL","HETDEL_cluster_0019","7","HETDEL@7","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,41,41,1,"7","7","ENSE00003725338",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","HETDEL","HETDEL_cluster_0020","8","HETDEL@8","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,39,39,1,"8","8","ENSE00001156315",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","HETDEL","HETDEL_cluster_0021","9","HETDEL@9","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,38,38,1,"9","9","ENSE00001456541",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","HETDEL","HETDEL_cluster_0022","1;2;3;4;5;6;7;8;9","HETDEL@1;2;3;4;5;6;7;8;9","1D;3D","Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,81,88,9,"1;2;3;4;5;6;7;8;9","1;2;3;4;5;6;7;8;9","ENSE00001156315;ENSE00001156327;ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00001456541;ENSE00003595610;ENSE00003725338;ENSE00004011725",8,28.5615062085365,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","GAIN","GAIN_cluster_0001","5;6;7;8;9","GAIN@5;6;7;8;9","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,5,5,5,"5;6;7;8;9","5;6;7;8;9","ENSE00001156315;ENSE00001156327;ENSE00001156330;ENSE00001456541;ENSE00003725338",4,10.1592312730255,1,0.884615384615385,0.884615384615385,0.884615384615385,0.846153846153846,0.884615384615385,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","GAIN","GAIN_cluster_0002","2;5","GAIN@2;5","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,3,3,2,"2;5","2;5","ENSE00001156330;ENSE00001156351",3,4.48506255785825,1,1,1,0.961538461538462,0.961538461538462,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","GAIN","GAIN_cluster_0003","7;8","GAIN@7;8","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,4,4,2,"7;8","7;8","ENSE00001156315;ENSE00003725338",1,4.50447228016122,1,1,1,0.923076923076923,0.961538461538462,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","GAIN","GAIN_cluster_0004","6;9","GAIN@6;9","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,3,3,2,"6;9","6;9","ENSE00001156327;ENSE00001456541",3,4.77930080439185,1,1,1,0.961538461538462,0.961538461538462,1,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","GAIN","GAIN_cluster_0005","5;6","GAIN@5;6","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,4,4,2,"5;6","5;6","ENSE00001156327;ENSE00001156330",1,5.15928912557371,1,1,1,0.923076923076923,0.961538461538462,1,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","GAIN","GAIN_cluster_0006","1;2;5","GAIN@1;2;5","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,4,5,3,"1;2;5","1;2;5","ENSE00001156330;ENSE00001156351;ENSE00004011725",4,5.2305078957644,1,1,1,0.961538461538462,0.961538461538462,1,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","GAIN","GAIN_cluster_0007","3;4","GAIN@3;4","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,3,3,2,"3;4","3;4","ENSE00001156344;ENSE00003595610",1,5.5594506259578,1,1,1,0.961538461538462,0.961538461538462,1,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","GAIN","GAIN_cluster_0008","6;7;8;9","GAIN@6;7;8;9","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,4,4,4,"6;7;8;9","6;7;8;9","ENSE00001156315;ENSE00001156327;ENSE00001456541;ENSE00003725338",3,8.87616612257633,1,1,1,0.961538461538462,0.961538461538462,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","GAIN","GAIN_cluster_0009","7;8;9","GAIN@7;8;9","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,4,4,3,"7;8;9","7;8;9","ENSE00001156315;ENSE00001456541;ENSE00003725338",2,8.87616612257633,1,1,1,0.961538461538462,0.961538461538462,1,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","GAIN","GAIN_cluster_0010","1;2;3;4","GAIN@1;2;3;4","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,4,5,4,"1;2;3;4","1;2;3;4","ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00004011725",3,15.9159444173143,1,1,1,0.961538461538462,0.961538461538462,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","GAIN","GAIN_cluster_0011","1;2;3;4;5","GAIN@1;2;3;4;5","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,4,5,5,"1;2;3;4;5","1;2;3;4;5","ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00004011725",4,15.9159444173143,1,1,1,0.961538461538462,0.961538461538462,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","GAIN","GAIN_cluster_0012","1;2;3;4;5;6;7;8;9","GAIN@1;2;3;4;5;6;7;8;9","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,6,7,9,"1;2;3;4;5;6;7;8;9","1;2;3;4;5;6;7;8;9","ENSE00001156315;ENSE00001156327;ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00001456541;ENSE00003595610;ENSE00003725338;ENSE00004011725",8,28.5615062085365,1,1,1,1,1,1,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","GAIN","GAIN_cluster_0013","1","GAIN@1","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,2,2,1,"1","1","ENSE00004011725",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","GAIN","GAIN_cluster_0014","3","GAIN@3","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,2,2,1,"3","3","ENSE00001156344",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","GAIN","GAIN_cluster_0015","4","GAIN@4","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,3,3,1,"4","4","ENSE00003595610",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","GAIN","GAIN_cluster_0016","5","GAIN@5","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,3,3,1,"5","5","ENSE00001156330",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","GAIN","GAIN_cluster_0017","6","GAIN@6","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,3,3,1,"6","6","ENSE00001156327",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","GAIN","GAIN_cluster_0018","7","GAIN@7","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,4,4,1,"7","7","ENSE00003725338",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","GAIN","GAIN_cluster_0019","8","GAIN@8","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,3,3,1,"8","8","ENSE00001156315",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","GAIN","GAIN_cluster_0020","9","GAIN@9","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,3,3,1,"9","9","ENSE00001456541",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","GAIN","GAIN_cluster_0021","1;2","GAIN@1;2","1D","Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,2,3,2,"1;2","1;2","ENSE00001156351;ENSE00004011725",1,5.09284759901451,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0001","2;5","ALL_CNA@2;5","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,97,111,2,"2;5","2;5","ENSE00001156330;ENSE00001156351",3,4.48506255785825,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0384615384615385,0.0384615384615385,0.0769230769230769,4,"complete;average;single;ward.D2",1,"single","Consensus (all 4 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0002","3;4","ALL_CNA@3;4","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,95,107,2,"3;4","3;4","ENSE00001156344;ENSE00003595610",1,5.5594506259578,0.0769230769230769,0.5,0.0769230769230769,0.0384615384615385,0.0769230769230769,0.0769230769230769,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0003","6;9","ALL_CNA@6;9","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,60,61,2,"6;9","6;9","ENSE00001156327;ENSE00001456541",3,4.77930080439185,0.730769230769231,0.5,0.5,0.115384615384615,0.0769230769230769,0.5,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0004","1;2","ALL_CNA@1;2","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,89,92,2,"1;2","1;2","ENSE00001156351;ENSE00004011725",1,5.09284759901451,0.5,0.884615384615385,0.5,0.0769230769230769,0.192307692307692,0.5,4,"complete;average;single;ward.D2",1,"single","Consensus (all 4 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0005","6;7;8;9","ALL_CNA@6;7;8;9","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,61,62,4,"6;7;8;9","6;7;8;9","ENSE00001156315;ENSE00001156327;ENSE00001456541;ENSE00003725338",3,8.87616612257633,0.730769230769231,0.730769230769231,0.730769230769231,0.115384615384615,0.115384615384615,0.730769230769231,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0006","7;8","ALL_CNA@7;8","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,59,59,2,"7;8","7;8","ENSE00001156315;ENSE00003725338",1,4.50447228016122,0.961538461538462,0.961538461538462,0.961538461538462,0.269230769230769,0.269230769230769,0.961538461538462,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0007","5;6","ALL_CNA@5;6","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,79,85,2,"5;6","5;6","ENSE00001156327;ENSE00001156330",1,5.15928912557371,0.961538461538462,0.961538461538462,0.961538461538462,0.307692307692308,0.346153846153846,0.961538461538462,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0008","7;8;9","ALL_CNA@7;8;9","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,59,60,3,"7;8;9","7;8;9","ENSE00001156315;ENSE00001456541;ENSE00003725338",2,8.87616612257633,0.961538461538462,0.961538461538462,0.961538461538462,0.269230769230769,0.269230769230769,0.961538461538462,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0009","5;6;7;8;9","ALL_CNA@5;6;7;8;9","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,80,87,5,"5;6;7;8;9","5;6;7;8;9","ENSE00001156315;ENSE00001156327;ENSE00001156330;ENSE00001456541;ENSE00003725338",4,10.1592312730255,0.961538461538462,0.961538461538462,0.961538461538462,0.384615384615385,0.384615384615385,0.961538461538462,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0010","1","ALL_CNA@1","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,23,23,1,"1","1","ENSE00004011725",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0011","2","ALL_CNA@2","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,83,83,1,"2","2","ENSE00001156351",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0012","3","ALL_CNA@3","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,81,81,1,"3","3","ENSE00001156344",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0013","4","ALL_CNA@4","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,78,78,1,"4","4","ENSE00003595610",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0014","5","ALL_CNA@5","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,78,78,1,"5","5","ENSE00001156330",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0015","6","ALL_CNA@6","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,60,60,1,"6","6","ENSE00001156327",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0016","7","ALL_CNA@7","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,59,59,1,"7","7","ENSE00003725338",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0017","8","ALL_CNA@8","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,56,56,1,"8","8","ENSE00001156315",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0018","9","ALL_CNA@9","1D;3D","Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,56,56,1,"9","9","ENSE00001456541",0,0,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0019","1;2;5","ALL_CNA@1;2;5","3D","Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,102,120,3,"1;2;5","1;2;5","ENSE00001156330;ENSE00001156351;ENSE00004011725",4,5.2305078957644,NA,NA,NA,NA,NA,NA,3,"complete;average;ward.D2",0,"","Supported (2-3 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0020","1;2;3;4","ALL_CNA@1;2;3;4","1D","Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,102,121,4,"1;2;3;4","1;2;3;4","ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00004011725",3,15.9159444173143,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",1,"single","Consensus (all 4 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0021","1;2;3;4;5","ALL_CNA@1;2;3;4;5","3D","Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,102,121,5,"1;2;3;4;5","1;2;3;4;5","ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00003595610;ENSE00004011725",4,15.9159444173143,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",1,"single","Consensus (all 4 methods)"
"ward.D2","ALL_CNA","ALL_CNA_cluster_0022","1;2;3;4;5;6;7;8;9","ALL_CNA@1;2;3;4;5;6;7;8;9","1D;3D","Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,104,130,9,"1;2;3;4;5;6;7;8;9","1;2;3;4;5;6;7;8;9","ENSE00001156315;ENSE00001156327;ENSE00001156330;ENSE00001156344;ENSE00001156351;ENSE00001456541;ENSE00003595610;ENSE00003725338;ENSE00004011725",8,28.5615062085365,NA,NA,NA,NA,NA,NA,4,"complete;average;single;ward.D2",0,"","Consensus (all 4 methods)"
