"feature_id","protein","uniprot_accession","source","source_record_id","annotation_class","feature_category","feature_subcategory","classification_rule","feature_type","feature_name","description","start","end","feature_segments","start_modifier","end_modifier","evidence_codes","evidence_sources","evidence_ids","cross_references","go_terms","source_url","source_record_version","source_annotation_date","retrieved_at_utc"
"PDBe-KB:ligand:631956af","TP53","P04637","PDBe-KB/SIFTS","ZN","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with ZINC ION (ZN)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",176,382,"176-176;179-179;182-182;238-238;242-242;253-253;382-382","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","1GZH;1KZY;1MA3;1TSR;1TUP;1UOL;1YC5;1YCS;2AC0;2ADY;2AHI;2ATA;2BIM;2BIN;2BIO;2BIP;2BIQ;2FEJ;2H1L;2H2D;2H2F;2H4F;2H4H;2H4J;2H59;2J1W;2J1X;2J1Y;2J1Z;2J20;2J21;2MEJ;2OCJ;2PCX;2V5W;2VUK;2WGX;2X0U;2X0V;2X0W;2XWR;2YBG;37ZA;37ZR;3D05;3D06;3D07;3D08;3D09;3D0A;3IGK;3IGL;3KMD;3KZ8;3PDH;3Q01;3Q05;3Q06;3TS8;3ZME;4AGL;4AGM;4AGN;4AGO;4AGP;4AGQ;4BUZ;4BV2;4FZ3;4HJE;4IBQ;4IBS;4IBT;4IBU;4IBV;4IBW;4IBY;4IBZ;4IJT;4KVP;4LO9;4LOE;4LOF;4MZI;4MZR;4QO1;4RP7;4XR8;4ZZJ;5A7B;5AB9;5ABA;5AOI;5AOJ;5AOK;5AOL;5AOM;5BUA;5ECG;5G4M;5G4N;5G4O;5LAP;5LGY;5MCT;5MCU;5MCV;5MCW;5MF7;5MG7;5O1A;5O1B;5O1C;5O1D;5O1E;5O1F;5O1G;5O1H;5O1I;5OL0;6FF9;6FJ5;6GGA;6GGB;6GGC;6GGD;6GGE;6GGF;6LHD;6RZ3;6SHZ;6SI0;6SI1;6SI2;6SI3;6SI4;6SL6;6XRE;6ZNC;7B46;7B47;7B48;7B49;7B4A;7B4B;7B4C;7B4D;7B4E;7B4F;7B4G;7B4H;7B4N;7DHY;7DHZ;7DVD;7EAX;7EDS;7EEU;7V97;7YGI;8A31;8A32;8A92;8CG7;8DC4;8DC6;8DC7;8DC8;8E7A;8E7B;8GCR;8HLL;8HLM;8HLN;8J8N;8QWK;8QWL;8QWM;8QWN;8QWO;8QWP;8R1F;8R1G;8RBA;8RBB;8RBC;8RCI;8WD2;8XCB;8XCE;8XP5;9BR3;9BR4;9EK4;9FZB;9G5H;9G6T;9G6U;9S9L;9S9M;9S9N;9S9O;9S9P;9S9Q;9S9R;9SPM;9SPN;9SPO;9SPP;9SPQ;9SPR;9SPS;9SUK;9SZZ","PDB-CCD:ZN","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:5f5ac147","TP53","P04637","PDBe-KB/SIFTS","PG4","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with TETRAETHYLENE GLYCOL (PG4)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",177,181,"177-177;180-180;181-181","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","7B4E","PDB-CCD:PG4","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:60001ec1","TP53","P04637","PDBe-KB/SIFTS","6SM","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 5-chloranylpyrimidine-4-carboxylic acid (6SM)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",178,183,"178-178;182-182;183-183","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5LAP","PDB-CCD:6SM","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"UniProtKB:P04637:709c7edd","TP53","P04637","UniProtKB","P04637","site","binding_site","metal_binding_site","grin3d_annotation_hierarchy_v1:metal_binding_site","Binding site","Zn(2+)","",179,179,"179-179","EXACT","EXACT","ECO:0000269","PubMed","14534297;16793544;17015838;18650397;19515728;20142040;20364130","ChEBI:CHEBI:29105","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"PDBe-KB:ligand:5a7c3955","TP53","P04637","PDBe-KB/SIFTS","DTT","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 2,3-DIHYDROXY-1,4-DITHIOBUTANE (DTT)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",183,183,"183-183","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","4IJT","PDB-CCD:DTT","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"UniProtKB:P04637:2f5ad24f","TP53","P04637","UniProtKB","P04637","modification","ptm","phosphorylation","grin3d_annotation_hierarchy_v1:phosphorylation","Modified residue","Phosphoserine; by AURKB","Phosphoserine; by AURKB",183,183,"183-183","EXACT","EXACT","ECO:0000269","PubMed","20959462","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"PDBe-KB:interface:341ecfdb","TP53","P04637","PDBe-KB/SIFTS","P10415","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Apoptosis regulator Bcl-2","UniProt-indexed contact residues observed in PDB structures; partner type UNP",183,224,"183-183;185-185;186-186;187-187;188-188;199-199;200-200;201-201;202-202;203-203;204-204;224-224","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","8HLL;8HLM;8HLN","partner:P10415;PDB:8HLL;PDB:8HLM;PDB:8HLN","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:interface:71b515b3","TP53","P04637","PDBe-KB/SIFTS","P53803","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with DNA-directed RNA polymerases I, II, and III subunit RPABC4","UniProt-indexed contact residues observed in PDB structures; partner type UNP",185,185,"185-185","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","6XRE","partner:P53803;PDB:6XRE","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:interface:7a3a6673","TP53","P04637","PDBe-KB/SIFTS","Q861F7","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with MHC class I antigen (Fragment)","UniProt-indexed contact residues observed in PDB structures; partner type UNP",187,197,"187-187;188-188;189-189;190-190;191-191;192-192;193-193;194-194;195-195;196-196;197-197","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","9OBF;9YZH","partner:Q861F7;PDB:9OBF;PDB:9YZH","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:interface:2e008c48","TP53","P04637","PDBe-KB/SIFTS","Q8WLS4","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with MHC class I antigen (Fragment)","UniProt-indexed contact residues observed in PDB structures; partner type UNP",217,225,"217-217;218-218;219-219;220-220;221-221;222-222;223-223;224-224;225-225","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","21EX","partner:Q8WLS4;PDB:21EX","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"InterPro:IPR057064:1:31c649ca","TP53","P04637","InterPro","IPR057064","site","conserved_site","conserved_site","grin3d_annotation_hierarchy_v1:conserved_site","conserved_site","p53, central conserved site","This entry represents a conserved stretch of 13 residues located in the central region of the p53. This region, known as domain IV in [[cite:PUB00004490]], is involved (along with an adjacent region) in the binding of the large T antigen of SV40. In homo sapiens, this region is the focus of a variety of point mutations in cancerous tumours. This entry also represents the central conserved site in related tumour proteins. The p53 tumour suppressor [[cite:PUB00004096], [cite:PUB00000596], [cite:PUB00004490], [cite:PUB00001893], [cite:PUB00002729]] is a protein found in increased amounts in a wide variety of transformed cells. It is also detectable in many proliferating non-transformed cells, but it is undetectable or present at low levels in resting cells. It is frequently mutated or inactivated in many types of cancer. p53 seems to act as a tumour suppressor in some, but probably not all, tumour types. p53 has been implicated in cell cycle regulation, particularly in the monitoring of genomic DNA integrity prior to replication; for this reason it has been dubbed 'guardian of the genome'. p53 can be divided into different functional domains: an N-terminal transactivation domain ([interpro:IPR013872]), a proline-rich domain, a DNA-binding domain ([interpro:IPR008967]) which contains a conserved site ([interpro:IPR057064]), a tetramerisation domain ([interpro:IPR010991]) and a C-terminal regulatory region.",237,249,"237-249","EXACT","EXACT","database_signature_match","InterPro","IPR057064","prosite:PS00348","","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR057064/","","","2026-09-16T17:12:32Z"
"UniProtKB:P04637:5121db88","TP53","P04637","UniProtKB","P04637","site","binding_site","metal_binding_site","grin3d_annotation_hierarchy_v1:metal_binding_site","Binding site","Zn(2+)","",238,238,"238-238","EXACT","EXACT","ECO:0000269","PubMed","14534297;16793544;17015838;18650397;19515728;20142040;20364130","ChEBI:CHEBI:29105","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:759474b6","TP53","P04637","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with the 53BP2 SH3 domain","Interaction with the 53BP2 SH3 domain",241,248,"241-248","EXACT","EXACT","","","","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"PDBe-KB:ligand:49e3fcfa","TP53","P04637","PDBe-KB/SIFTS","MLI","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with MALONATE ION (MLI)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",241,273,"241-241;248-248;273-273","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","8QWL","PDB-CCD:MLI","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"UniProtKB:P04637:5381093d","TP53","P04637","UniProtKB","P04637","site","binding_site","metal_binding_site","grin3d_annotation_hierarchy_v1:metal_binding_site","Binding site","Zn(2+)","",242,242,"242-242","EXACT","EXACT","ECO:0000269","PubMed","14534297;16793544;17015838;18650397;19515728;20142040;20364130","ChEBI:CHEBI:29105","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"PDBe-KB:interface:7b4114d9","TP53","P04637","PDBe-KB/SIFTS","P01889","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with HLA class I histocompatibility antigen, B alpha chain","UniProt-indexed contact residues observed in PDB structures; partner type UNP",249,257,"249-249;250-250;251-251;253-253;254-254;255-255;256-256;257-257","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","9EIQ;9EJD;9EK4","partner:P01889;PDB:9EIQ;PDB:9EJD;PDB:9EK4","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"UniProtKB:P04637:3a4c6222","TP53","P04637","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with E4F1","Interaction with E4F1",256,294,"256-294","EXACT","EXACT","ECO:0000269","PubMed","10644996","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"PDBe-KB:ligand:46e7e778","TP53","P04637","PDBe-KB/SIFTS","CA","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with CALCIUM ION (CA)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",268,268,"268-268","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","2J1Y","PDB-CCD:CA","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"UniProtKB:P04637:0ed5f7bd","TP53","P04637","UniProtKB","P04637","modification","ptm","phosphorylation","grin3d_annotation_hierarchy_v1:phosphorylation","Modified residue","Phosphoserine; by AURKB","Phosphoserine; by AURKB",269,269,"269-269","EXACT","EXACT","ECO:0000269","PubMed","20959462","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:72e30dcf","TP53","P04637","UniProtKB","P04637","interaction","interaction_region","nucleic_acid_interaction_region","grin3d_annotation_hierarchy_v1:nucleic_acid_interaction_region","Region","Interaction with DNA","Interaction with DNA",273,280,"273-280","EXACT","EXACT","","","","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:3173c53d","TP53","P04637","UniProtKB","P04637","functional_region","functional_region","compositional_bias","grin3d_annotation_hierarchy_v1:compositional_bias","Compositional bias","Basic and acidic residues","Basic and acidic residues",282,299,"282-299","EXACT","EXACT","ECO:0000256","SAM","MobiDB-lite","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:27346363","TP53","P04637","UniProtKB","P04637","structural_region","disorder","intrinsically_disordered_region","grin3d_annotation_hierarchy_v1:intrinsically_disordered_region","Region","Disordered","Disordered",282,325,"282-325","EXACT","EXACT","ECO:0000256","SAM","MobiDB-lite","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:148d4196","TP53","P04637","UniProtKB","P04637","modification","ptm","phosphorylation","grin3d_annotation_hierarchy_v1:phosphorylation","Modified residue","Phosphothreonine; by AURKB","Phosphothreonine; by AURKB",284,284,"284-284","EXACT","EXACT","ECO:0000269","PubMed","20959462","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:14a640c6","TP53","P04637","UniProtKB","P04637","modification","ptm","ubiquitination","grin3d_annotation_hierarchy_v1:ubiquitination","Cross-link","Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)","Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)",291,291,"291-291","EXACT","EXACT","ECO:0000269","PubMed","19536131","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:5e1bcb90","TP53","P04637","UniProtKB","P04637","modification","ptm","ubiquitination","grin3d_annotation_hierarchy_v1:ubiquitination","Cross-link","Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)","Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)",292,292,"292-292","EXACT","EXACT","ECO:0000269","PubMed","19536131","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:44763689","TP53","P04637","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with CARM1","Interaction with CARM1",300,393,"300-393","EXACT","EXACT","ECO:0000269","PubMed","15186775","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:2a637e56","TP53","P04637","UniProtKB","P04637","modification","ptm","acetylation","grin3d_annotation_hierarchy_v1:acetylation","Modified residue","N6-acetyllysine","N6-acetyllysine",305,305,"305-305","EXACT","EXACT","ECO:0000269","PubMed","12724314","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:206f56f9","TP53","P04637","UniProtKB","P04637","motif","motif","localization_signal","grin3d_annotation_hierarchy_v1:localization_signal","Motif","Bipartite nuclear localization signal","Bipartite nuclear localization signal",305,321,"305-321","EXACT","EXACT","","","","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:205f0f9d","TP53","P04637","UniProtKB","P04637","modification","ptm","phosphorylation","grin3d_annotation_hierarchy_v1:phosphorylation","Modified residue","Phosphoserine; by AURKA, CDK1 and CDK2","Phosphoserine; by AURKA, CDK1 and CDK2",315,315,"315-315","EXACT","EXACT","ECO:0000269","PubMed","10884347;14702041","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"InterPro:IPR010991:1:128c07f7","TP53","P04637","InterPro","IPR010991","domain","domain","oligomerization_domain","grin3d_annotation_hierarchy_v1:oligomerization_domain","domain","p53, tetramerisation domain","This entry represents the tetramerisation domain of p53. The tetramerisation domain of human p53 extends from residues 325 to 356, and has a 4-helical bundle fold. The tetramerisation domain is essential for DNA binding, protein-protein interactions, post-translational modifications, and p53 degradation [[cite:PUB00014037], [cite:PUB00054382]]. The p53 tumour suppressor [[cite:PUB00004096], [cite:PUB00000596], [cite:PUB00004490], [cite:PUB00001893], [cite:PUB00002729]] is a protein found in increased amounts in a wide variety of transformed cells. It is also detectable in many proliferating non-transformed cells, but it is undetectable or present at low levels in resting cells. It is frequently mutated or inactivated in many types of cancer. p53 seems to act as a tumour suppressor in some, but probably not all, tumour types. p53 has been implicated in cell cycle regulation, particularly in the monitoring of genomic DNA integrity prior to replication; for this reason it has been dubbed 'guardian of the genome'. p53 can be divided into different functional domains: an N-terminal transactivation domain ([interpro:IPR013872]), a proline-rich domain, a DNA-binding domain ([interpro:IPR008967]) which contains a conserved site ([interpro:IPR057064]), a tetramerisation domain ([interpro:IPR010991]) and a C-terminal regulatory region.",319,357,"319-357","EXACT","EXACT","database_signature_match","InterPro","IPR010991","pfam:PF07710","GO:0051262","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR010991/","","","2026-09-16T17:12:32Z"
"InterPro:IPR036674:1:128c0873","TP53","P04637","InterPro","IPR036674","domain","domain","homologous_superfamily","grin3d_annotation_hierarchy_v1:homologous_superfamily","homologous_superfamily","p53-like tetramerisation domain superfamily","This entry represents the tetramerisation domain of p53. The tetramerisation domain of human p53 extends from residues 325 to 356, and has a 4-helical bundle fold. The tetramerisation domain is essential for DNA binding, protein-protein interactions, post-translational modifications, and p53 degradation [[cite:PUB00014037], [cite:PUB00054382]]. This superfamily also includes the structural-related C-terminal SARAH (Salvador-RassF-Hippo) domain found in tumor suppressors such as Serine/threonine-protein kinase 4 (human Hippo homologue, Mst), Serine/threonine-protein kinase 3, Serine/threonine-protein kinase cst-1 and Serine/threonine-protein kinase hippo, which is involved in dimerisation [[cite:PUB00097384]].",319,360,"319-360","EXACT","EXACT","database_signature_match","InterPro","IPR036674","cathgene3d:G3DSA:4.10.170.10;ssf:SSF47719","GO:0051262","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR036674/","","","2026-09-16T17:12:32Z"
"UniProtKB:P04637:167a6818","TP53","P04637","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with HIPK2","Interaction with HIPK2",319,360,"319-360","EXACT","EXACT","","","","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:0cfa6352","TP53","P04637","UniProtKB","P04637","modification","ptm","acetylation","grin3d_annotation_hierarchy_v1:acetylation","Modified residue","N6-acetyllysine","N6-acetyllysine",321,321,"321-321","EXACT","EXACT","ECO:0000250","UniProtKB","P02340","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:77e24d2e","TP53","P04637","UniProtKB","P04637","functional_region","functional_region","other_functional_region","grin3d_annotation_hierarchy_v1:other_functional_region","Region","Oligomerization","Oligomerization",325,356,"325-356","EXACT","EXACT","","","","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"PDBe-KB:interface:1a2c6072","TP53","P04637","PDBe-KB/SIFTS","P42212","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Green fluorescent protein","UniProt-indexed contact residues observed in PDB structures; partner type UNP",326,352,"326-326;327-327;328-328;329-329;330-330;331-331;332-332;333-333;334-334;335-335;337-337;338-338;340-340;341-341;342-342;345-345;348-348;349-349;352-352","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","7BWN","partner:P42212;PDB:7BWN","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"UniProtKB:P04637:4d149a73","TP53","P04637","UniProtKB","P04637","modification","ptm","methylation","grin3d_annotation_hierarchy_v1:methylation","Modified residue","Omega-N-methylarginine; by PRMT5","Omega-N-methylarginine; by PRMT5",333,333,"333-333","EXACT","EXACT","ECO:0000269","PubMed","19011621","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:1400c44d","TP53","P04637","UniProtKB","P04637","modification","ptm","methylation","grin3d_annotation_hierarchy_v1:methylation","Modified residue","Symmetric dimethylarginine; by PRMT5","Symmetric dimethylarginine; by PRMT5",335,335,"335-335","EXACT","EXACT","ECO:0000269","PubMed","19011621","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:1de1bf03","TP53","P04637","UniProtKB","P04637","modification","ptm","methylation","grin3d_annotation_hierarchy_v1:methylation","Modified residue","Symmetric dimethylarginine; by PRMT5","Symmetric dimethylarginine; by PRMT5",337,337,"337-337","EXACT","EXACT","ECO:0000269","PubMed","19011621","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:1699067f","TP53","P04637","UniProtKB","P04637","motif","motif","linear_motif","grin3d_annotation_hierarchy_v1:linear_motif","Motif","Nuclear export signal","Nuclear export signal",339,350,"339-350","EXACT","EXACT","","","","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:10830fb4","TP53","P04637","UniProtKB","P04637","modification","ptm","ubiquitination","grin3d_annotation_hierarchy_v1:ubiquitination","Cross-link","Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)","Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)",351,351,"351-351","EXACT","EXACT","ECO:0000269","PubMed","19033443","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:3bc5c79c","TP53","P04637","UniProtKB","P04637","structural_region","disorder","intrinsically_disordered_region","grin3d_annotation_hierarchy_v1:intrinsically_disordered_region","Region","Disordered","Disordered",351,393,"351-393","EXACT","EXACT","ECO:0000269","PubMed","31953488;36108750","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:49445073","TP53","P04637","UniProtKB","P04637","modification","ptm","ubiquitination","grin3d_annotation_hierarchy_v1:ubiquitination","Cross-link","Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)","Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)",357,357,"357-357","EXACT","EXACT","ECO:0000269","PubMed","19033443","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"UniProtKB:P04637:33adc07b","TP53","P04637","UniProtKB","P04637","interaction","interaction_region","protein_interaction_region","grin3d_annotation_hierarchy_v1:protein_interaction_region","Region","Interaction with USP7","Interaction with USP7",359,363,"359-363","EXACT","EXACT","","","","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"PDBe-KB:interface:5bfc4127","TP53","P04637","PDBe-KB/SIFTS","Q93009","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Ubiquitin C-terminal hydrolase 7","UniProt-indexed contact residues observed in PDB structures; partner type UNP",359,367,"359-359;360-360;361-361;362-362;364-364;365-365;366-366;367-367","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","2FOJ;2FOO","partner:Q93009;PDB:2FOJ;PDB:2FOO","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"UniProtKB:P04637:30b28fa1","TP53","P04637","UniProtKB","P04637","functional_region","functional_region","compositional_bias","grin3d_annotation_hierarchy_v1:compositional_bias","Compositional bias","Basic residues","Basic residues",365,384,"365-384","EXACT","EXACT","ECO:0000256","SAM","MobiDB-lite","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"PDBe-KB:interface:72aa14bb","TP53","P04637","PDBe-KB/SIFTS","Q9NRG4","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with N-lysine methyltransferase SMYD2","UniProt-indexed contact residues observed in PDB structures; partner type UNP",368,375,"368-368;369-369;370-370;371-371;372-372;373-373;375-375","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","3TG5","partner:Q9NRG4;PDB:3TG5","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"UniProtKB:P04637:19c6fca4","TP53","P04637","UniProtKB","P04637","functional_region","functional_region","other_functional_region","grin3d_annotation_hierarchy_v1:other_functional_region","Region","Basic (repression of DNA-binding)","Basic (repression of DNA-binding)",368,387,"368-387","EXACT","EXACT","","","","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"PDBe-KB:interface:739e4f16","TP53","P04637","PDBe-KB/SIFTS","Q8WTS6","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Histone-lysine N-methyltransferase SETD7","UniProt-indexed contact residues observed in PDB structures; partner type UNP",369,374,"369-369;370-370;371-371;372-372;373-373;374-374","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","1XQH","partner:Q8WTS6;PDB:1XQH","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"UniProtKB:P04637:105e3c4d","TP53","P04637","UniProtKB","P04637","modification","ptm","methylation","grin3d_annotation_hierarchy_v1:methylation","Modified residue","N6,N6-dimethyllysine; alternate","N6,N6-dimethyllysine; alternate",370,370,"370-370","EXACT","EXACT","ECO:0000269","PubMed","17108971;22864287","","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
